AcademicYear,LA,LAEstab,SchoolName,URN
201718,852,8522437,Glenfield Infant School,140516
201718,852,8522440,Banister Primary School,116116
201718,852,8522448,Redbridge Primary,116123
201718,852,8522462,Weston Shore Infant,116133
201718,852,8523656,Springhill Catholic Primary,137293
201718,852,8524271,Chamberlayne College for the Arts,116454
201718,852,8524306,Woodlands Community College,116465
201718,852,8527035,Springwell,116620
201718,852,8527039,Polygon School,116624
201718,852,8527040,Vermont School,116625
201718,855,8552002,Meadowdale Primary School,138346
201718,855,8552009,Thornton Comm Primary School,140253
201718,855,8552023,Ellistown Community Primary,119914
201718,855,8552029,Cosby Primary School,138528
201718,855,8552032,Desford Comm. Primary School,119921
201718,855,8552072,Brownlow School,140702
201718,855,8552090,Congerstone Primary School,119949
201718,855,8552115,Thistly Meadow CP School,119956
201718,855,8552146,Stafford Leys Community Pr.Sch,138154
201718,855,8552165,Booth Wood Primary School.,119973
201718,855,8552169,Outwoods Edge Primary School,139038
201718,855,8552190,The Meadow Community Primary,138173
201718,855,8552319,Highgate Community Primary,120049
201718,855,8552326,Sileby Redlands Community Primary School,140101
201718,855,8552351,RICHMOND PRIMARY SCHOOL,143795
201718,855,8552367,HIGHCLIFFE PRIMARY SCHOOL,140725
201718,855,8552375,RAVENHURST PRIMARY SCHOOL,120098
201718,855,8552376,Lady Jane Grey Primary School,138809
201718,855,8552380,The Pastures Primary School,139620
201718,855,8553008,Hall Orchard CE Primary School,140230
201617,855,8553013,Blackfordby St. Margaret's C.E,120117
201213,855,8553030,Weavers Close C. of E. Primary,120128
201718,855,8553044,Houghton on the Hill Primary School,120136
201718,855,8553053,Long Clawson CE Primary School,120141
201718,855,8553080,Sheepy C of E,120158
201718,855,8553104,Wymeswold C. of E. School,120174
201718,855,8553209,Sherrier C of E Primary School,120188
201718,855,8553332,Church Langton CE Primary Scho,120207
201718,855,8553348,ST.CLARE'S PRIMARY SCHOOL - A CATHOLIC VOLUNTARY ACADEMY,138296
201718,855,8554000,Humphrey Perkins School,137799
201718,855,8554001,KING EDWARD Vll SCIENCE AND SPORT COLLEGE,138821
201718,855,8554008,Sir Frank Whittle Studio School,141012
201718,855,8554017,Welland Park Academy,137170
201718,855,8554022,THE ROUNDHILL ACADEMY,138079
201718,855,8554029,The Cedars Academy,140787
201415,855,8554030,Charnwood College High,120253
201718,855,8554031,Castle Donington College,138820
201718,855,8554049,WREAKE VALLEY ACADEMY,137983
201718,855,8554056,Iveshead School,120274
201718,855,8554505,RAWLINS ACADEMY,137640
201718,855,8554506,Brockington College,138521
201718,855,8555400,Long Field Academy,138628
201415,855,8555401,Bushloe High School,138892
201718,855,8555402,South Wigston High School,137931
201718,856,8561100,KEYSTAGE 1_2 PRU,132824
201718,856,8562001,Krishna Avanti Primary School,136930
201718,856,8562003,Falcons Primary School,141011
201718,856,8562210,BRIDGE JUNIOR SCHOOL,119999
201516,856,8562236,Humberstone Infant School,120012
201718,856,8562237,Humberstone Junior Academy,139983
201718,856,8562264,Merrydale Infant School,120023
201516,856,8562298,Uplands Junior School,120035
201718,856,8562299,Uplands Infant School,120036
201718,856,8562317,Sandfield Close Primary School,120047
201718,856,8562359,Spinney Hill Primary School,120084
201718,856,8562370,SPARKENHOE COMMUNITY PRIMARY,120094
201718,856,8563201,Belgrave C of E Primary School,120186
201718,856,8563420,Christ the King R C Primary,120221
201718,856,8563434,Braunstone Community Primary School,143245
201718,831,8312405,Becket Primary School,112717
201718,831,8312409,Dale Community Primary School,112720
201112,831,8312418,Moorhead Primary School,112723
200910,831,8312419,Nightingale Junior School,112724
201718,831,8312430,Cottons Farm Primary School,112734
201718,831,8312434,Lakeside Community Primary School,112738
201718,831,8312464,Asterdale Primary School,112761
201718,831,8312505,Redwood Primary School,112770
201718,831,8312512,Brookfield Primary School,112774
201617,831,8312619,Derwent Community School,112782
201718,831,8313530,Walter Evans Church of England Aided Primary School,142752
201112,831,8313533,"St John Fisher Catholic Primary School, Alvaston,",112920
201718,831,8313534,St Peter's Church of England Aided Junior School,112921
201718,831,8314000,Zaytouna Primary,138776
201718,831,8314005,Noel-Baker Academy,143853
200910,831,8315403,Merrill College,112988
201718,835,8352001,Bere Regis Primary & Pre-School,113658
201718,835,8352016,St Andrew's CE Primary School,144470
201718,835,8352030,Stower Provost Community,113674
201718,835,8352034,William Barnes Primary School,113676
201718,835,8352048,Hillside Community First School,113683
201718,835,8352053,Oakhurst Community First and Nursery School,142500
201718,835,8352243,Somerford Primary Community School & Nursery,113736
201718,835,8353000,St James' CE First School,142506
201718,835,8353025,Pamphill CE VC First School,113764
201516,835,8353046,Loders CE VC Primary School,113773
201718,835,8353049,St Mary's CE VC Primary School,144299
201718,835,8353050,Buckland Newton Primary School,144413
201718,835,8353210,Manor Park First School,113791
201718,835,8353332,Thorner's CE VA Primary,113804
201718,835,8353338,Marshwood CE Primary Academy,141524
201718,835,8353406,St. Mary's RC VA Primary School,140780
201718,835,8353407,St Mary The Virgin CE VA,134020
201718,835,8353408,Conifers Primary School,134080
201718,835,8353670,St. Augustine's School,140755
201718,835,8353696,St Michael's CE VA Primary,113851
201718,835,8353702,Lulworth & Winfrith CE VC Primary School,135323
201718,835,8354001,The Swanage School,139376
201718,835,8354002,The Sir John Colfox Academy,141735
201718,835,8354020,CRANBORNE COUNTY MIDDLE SCHOOL,113853
201718,835,8354033,WEST MOORS MIDDLE SCHOOL,113861
201718,835,8354512,The Gryphon School,138471
201718,835,8354606,St Osmunds CE Middle,138165
201718,835,8354614,EMMANUEL MIDDLE SCHOOL,113894
201718,835,8354615,THOMAS HARDYE SCHOOL,137163
201718,835,8355202,St Andrew's C of E VA School,113800
201718,835,8357007,Mountjoy School,113957
201718,836,8362151,Broadstone First School,141258
201718,836,8362154,Twin Sails Infant School,143313
201718,836,8362254,Haymoor Junior School,141787
201718,836,8363211,Baden-Powell and St Peter's Church of England Voluntary Controlled Junior School,142974
201718,836,8364001,Magna Academy,139711
201718,836,8366905,St Aldhelm's Academy,136206
201718,836,8367005,Winchelsea School,113955
201718,837,8372001,Elm Academy,138990
201718,837,8372002,Jewell Academy Bournemouth,139692
201718,837,8372226,Malmesbury Park Primary School,142354
201718,837,8372258,Winton Primary School,142453
201415,837,8372263,King's Park Primary School,113748
201718,837,8372269,Muscliff Primary School,142436
201718,837,8373692,The Epiphany School,138040
201213,837,8374173,Winton Arts and Media College,113872
201718,840,8401014,Oxhill Nursery School,113970
201718,840,8401033,Beechdale Nursery School,113985
201718,840,8401038,Rosemary Lane Nursery School,113989
201718,840,8402001,Middlestone Moor Primary,131886
201718,840,8402009,Victoria Lane Academy,138555
201718,840,8402133,Cestria County Primary,114012
201718,840,8402205,Beamish County Primary,114021
201718,840,8402234,Burnopfield Primary School,114035
200708,840,8402253,Hamsteels Primary  School,114036
201415,840,8402260,Leadgate County Infants School,114040
201718,840,8402276,Moorside Primary School,114050
201718,840,8402302,Hunwick Primary School,114054
201718,840,8402368,Ferryhill Station Primary,114078
201718,840,8402532,Cotsford Junior School,114150
200708,840,8402551,Brandon County Junior School,114157
201617,840,8403111,Startforth C E Primary School,114218
201718,840,8403165,St Oswald's Cof E VA Primary and Nursery School,114228
201718,840,8403213,Lanchester E.P. Primary School,131168
201718,840,8403344,St Bede's RC Sacriston,114243
201718,840,8403382,St. Patrick's RCVA Primary,114246
201718,840,8403444,ST. CHARLES RCVA PRIMARY,114260
201718,840,8403465,St.Chad's RC VA Primary School,114263
201718,840,8403491,Durham Blue Coat C.E. Aided Junior School,114274
201718,840,8403501,St. Joseph's Catholic Primary,114276
201718,840,8403510,Our Lady of the Rosary Primary,114282
201718,835,8353052,Shaftesbury CE Primary School (part of the Shaftesbury Academy Trust),141810
201314,835,8353212,The Dunbury School,113793
201718,835,8353363,St. Marks CE Primary School,142165
201718,835,8353364,Symondsbury CE VA Primary School,113815
201718,835,8353367,Thornford CE Primary School,144415
201617,835,8354000,Isle of Portland Aldridge Community Academy,138388
201718,835,8354004,THE GRANGE SCHOOL,141378
201718,835,8354031,Dorchester Middle School,138186
201415,835,8354178,THE GRANGE SCHOOL,113874
201718,835,8354179,Sturminster Newton High,113875
201718,835,8354505,Beaminster School,113884
201718,836,8362152,Courthill Infant School,142972
201718,836,8362168,Heatherlands Primary School,113698
200708,836,8362169,Turlin Moor Middle School,113699
201718,836,8362259,Oakdale Junior School,142975
201718,836,8362260,Old Town Infant School and Nursery,142971
201718,836,8363152,Longfleet CE Primary School,142973
201718,836,8365403,Parkstone Grammar School,136368
201718,836,8365410,Corfe Hills School,136574
201718,837,8373205,St Michael's Church of England Primary School,142446
201718,837,8373677,St Clement's and St John's Church of England Infant School,142102
201718,837,8373678,St James Church of England Primary School,140760
201718,837,8373686,Christ The King Catholic Primary School,140705
201718,837,8374005,Glenmoor Academy,140008
201213,837,8374172,Glenmoor School,113871
201718,837,8374189,Oak Academy,139037
201718,837,8375200,St. Walburga's Catholic Primary School,113898
201718,840,8402002,Chilton Primary School,131865
201718,840,8402016,Rosa Street Primary School,141121
201718,840,8402116,Nettlesworth  Primary School,114005
201314,840,8402122,Sacriston Co. Junior School,114006
201213,840,8402147,PLAWSWORTH ROAD INFANT SCHOOL,114019
201718,840,8402212,Annfield Plain Junior School,114024
200809,840,8402223,South Moor Greenland JM School,114028
200607,840,8402229,Tanfield Lea Infants School,114032
201718,840,8402257,Shotley Bridge Primary School,114038
201718,840,8402311,Peases West Primary School,114058
201718,840,8402372,Coxhoe Primary School,114080
201718,840,8402385,Dean Bank Primary and Nursery School,114086
201718,840,8402473,Sherburn Primary School,114127
201415,840,8402482,Sherburn Hill Primary,114131
201718,840,8402563,Sedgefield Primary,114159
201718,840,8402705,St. Andrew's Primary School,114188
201415,840,8402730,Shield Row Primary School,114194
201718,840,8402734,Howletch Lane Primary School,114198
200607,840,8402741,Stephenson Way Primary School,114205
201718,840,8402743,Sugar Hill Primary,114207
201718,840,8402744,Roseberry Primary & Nursery,114208
201718,840,8402746,Easington Colliery Primary,114210
201718,840,8402748,Finchale Primary School,130312
201718,840,8403161,Belmont C.E. Primary School,114227
201718,840,8403167,Shincliffe C.of E. (Controlled)  Primary School,114229
201718,840,8403411,Bishop Ian Ramsey C.E.(Aided),114254
201718,840,8403413,All Saints RC Primary,114255
201718,840,8403442,St.Williams RCVA Primary,114259
201718,840,8403527,Shotton Hall Primary School,135838
201718,840,8404139,WOLSINGHAM SCHOOL,114297
201718,840,8404190,Framwellgate School Durham,137696
201718,840,8404218,Wellfield Community School,114315
201718,840,8404693,St Bede's Catholic Comprehensive School,114327
201718,840,8404694,St Bede's Catholic School & Sixth Form College,138172
201718,840,8407000,The Meadows,131905
201718,840,8407006,ELEMORE HALL SCHOOL,114337
201718,840,8407013,Croft Community School,114340
201718,840,8407033,The Oaks Secondary School,134662
201718,841,8413211,Bishopton Redmarshall Primary School,137021
201112,841,8414286,DARLINGTON SCHOOL FOR MATHEMATICS & SCIENCE,114321
201718,845,8451111,College Central,142143
201718,845,8452003,Glenleigh Park Academy,138392
201718,845,8452011,The Baird Primary Academy,140493
201718,845,8452012,Ark Blacklands Primary Academy,141021
201718,845,8452071,Laughton Community Primary,114404
201718,845,8452099,Little Common School,114429
201516,845,8452108,Hawkes Farm Primary School,114438
201718,845,8452127,Silverdale Primary School,141713
201718,845,8452130,Langney Primary School,114457
201718,845,8452136,Motcombe Community School,114460
201718,845,8452141,Parkland Infant School,144659
201718,845,8452143,West Rise Junior School,114467
201718,845,8452145,Stafford Junior School,114469
201718,845,8452153,Meridian Community Primary School,114475
201718,845,8452154,SHINEWATER PRIMARY SCHOOL,144662
201314,845,8452167,Elphinstone Community School,130947
201718,845,8453015,CROSS IN HAND CE PRIMARY,114496
201718,845,8453017,Dallington CE Primary School,114498
201718,845,8453023,ETCHINGHAM CE PRIMARY,114502
201718,845,8453035,Hurst Green CE School,114508
201718,850,8502621,Alver Valley Junior School,116172
201718,850,8502623,Alver Valley Infant And Nursery,116174
201718,850,8502631,Gomer Junior School,144093
201718,850,8502732,PARK VIEW  JUNIOR,116237
201718,850,8502735,Fernhill Primary School,116240
201718,850,8502750,QUEENS INCLOSURE,116248
201718,850,8502753,Woodlea Primary School,116250
201718,850,8503009,Barton Stacey C.E. (C) Primary,116270
201718,850,8503083,Hyde Primary School,116294
201718,850,8503124,Pennington Church of England Junior School,116307
201718,850,8503149,St. Luke's CE Primary School,116318
201718,850,8503186,ST. MICHAEL'S JUNIOR SCHOOL,116333
201718,850,8503190,Leesland C E Junior School,116334
201718,850,8503199,CHILTERN PRIMARY SCHOOL,134652
201718,850,8503305,St Mary's CE Aided Junior,116350
201718,850,8503600,Alverstoke CE Aided Junior,116392
201718,850,8503661,St. John's C E Primary School,116400
201718,850,8503663,St Francis C of E School,116402
201718,850,8504012,The Westgate School,116407
201718,850,8504014,Everest Community Academy,145125
201718,850,8504110,The Cowplain School,138038
201718,850,8504119,Hamble Community Sports College,116413
201718,850,8504144,The Hurst Community College,116422
201718,850,8504166,Yateley School,116433
201213,850,8504184,WINTON,116443
201718,850,8504204,FERNHILL SCHOOL,116447
201718,850,8504318,"Warblington School,",116475
201718,850,8505204,St Joseph's Catholic Primary School,137422
201718,850,8505206,Hordle C of E Primary School,116486
201112,850,8505400,Hardley School,116493
